,domain,subclass
29238,vvnwvqbvvgxge,1
29239,nvvkivusktgyuhvgzleupf,2
29240,ivoduqqbihybo,1
29241,agnhivcnmxrctdj,1
29242,sojbdubmyxjzcqwozhzhprlpeadu,2
29243,xcdqcfctfhskjdo,1
29244,stkvaqjeenbd,1
29245,spkxmpgulhbxw,1
29246,rgudfuabyeets,1
29247,8iqruokzaxa3domzilal5sx8,3
29248,wgv3qx1tummj3dz6qvrrnm09,3
29249,gyrworsxwovgexsmvydceusjzrf,2
29250,voalwssttqxoifq,1
29251,qhcvxjsuncro,1
29252,giwcciiraozqgqwofijhaup,2
29253,xgfpqxaxmkvqaxq,1
29254,1lnxr8d1qfkmfk11lu9tozch8nn,3
29255,abrrfblemlii,1
29256,lqrjahgbndmd,1
29257,kvpfxtgygygeifsgxsprchvw,2
29258,xtlllzzhlzxokzpnqroqgtwmbjv,2
29259,uvpdmbekptvnvbr,1
29260,srcqatejmqhjh,1
29261,ahkbmfecfmejm,1
29262,jmtcnppfjuckyv,1
29263,jgtwwwefwjrpvgn,1
29264,jbxebteomini,1
29265,1xrtl1bkz2b561ghsrqi19ukg5c,3
29266,qlprpusklgbd,1
29267,dtvrbenjumlt,1
29268,fmooy21axr3fcgnuelf164iqqn,3
29269,falgtdsgyxxsszpbqveqzhyp,2
29270,pxrhjrdluims,1
29271,rubjxbiexhmhvkt,1
29272,ukxeiovvckznecycyemyheyhnj,2
29273,oukonmmwhbcrjkp,1
29274,1p4cub71932hvd1k7qmzt12t9bd0,3
29275,kexotvbrfjpgbd,1
29276,15r69r267yjjh2910uw14p2sdn,3
29277,dyknqknjnlfayxptwjbahm,2
29278,skgqyltwrkqqmzpltspvxuozx,2
29279,nbdxptnqmtkrfnl,1
29280,huzddqrq6r6zapnipwn4n9gw,3
29281,kquywinekbrvs,1
29282,fubmrfswtkrr,1
29283,lrkakercyfbc,1
29284,1xcljpd398agy1yrk9zv1edtcz3,3
29285,qiiigkrvoxxbx,1
29286,uqpttqakdxaj,1
29287,ce9ishh5onzy5f0u061uciwd1,3
29288,hhzeyduaedfupkripnlkz,2
29289,xwutqkgxauqpyfc,1
29290,rixijjhmwiiadj,1
29291,ikier81r5082mqhs1n61xpl581,3
29292,sucxrwcalcyzfqfqxindemr,2
29293,ppreasekrfpfir,1
29294,widwjiktosgot,1
29295,whybuwomrqkgubutogaucfepfgy,2
29296,1974b941vac4oc1wh7bqac89tu7,3
29297,fvkmulmwhlijpy,1
29298,yljxzscoblztggiqolfeairsc,2
29299,srbcmkdhqrqni,1
29300,q3j7fbiypr351s4flpwk9ec0p,3
29301,luhyqopnwnlrdq,1
29302,qvinogieqjbvpor,1
29303,1nme7cin5fpb4j1cbif1kmukmo,3
29304,15nfw351s30uck1kst4styjhl6b,3
29305,ysc64q13rbc3l1k8pl521jo18vm,3
29306,9okeqk1g1e93cfjenyq1koeiqj,3
29307,dctushahyedv,1
29308,elwcokieevqvp,1
29309,xwjrxodqgefn,1
29310,ecgqgtmzptlnvgpfdpnjd,2
29311,xxymtpumnxhgdia,1
29312,1om6n5v64egt01wbqsyu1bnermq,3
29313,dmgxbeicxlqr,1
29314,pxfdusddsmalso,1
29315,1gpl9ov169kc4r7adewy1b43tfu,3
29316,taggpuuhdwnnrv,1
29317,pgijtnzjrizeyjvhdtwjdu,2
29318,yaqufvwsdxxpmoq,1
29319,pfvttkzllvxnvgiobbejbayuolj,2
29320,dujtbtlqwxqyfj,1
29321,yhsabclrtgerdur,1
29322,ymylypdrgohyafaswrkmnlusx,2
29323,eiktqqyltlryr,1
29324,hewfuiibhpzhljjnhycqupbuh,2
29325,mbhtodbjbguediukhpjrcmfug,2
29326,cqjktlsomsrayq,1
29327,wijsqdxgpcudb,1
29328,abiwlspyisfb,1
29329,mstefejadyqloay,1
29330,o65mjc6tab0t2jzqxq1jgcf0t,3
29331,fewcsqdtejnm,1
29332,1yxvjsyoae030rkw75vn083aw,3
29333,uagjfufwdljs,1
29334,kbtwvkaqlvaqfiaqrcljgabqau,2
29335,wlcswojypkrnfkp,1
29336,bvyeqvbaywjk,1
29337,sxrgindpwxukxgmlfode,2
29338,ltrtxwmycseg,1
29339,aqmnjtcpworktprvgxwwkfmnvx,2
29340,1408f8117il2lhi1wvtx1ukfbyu,3
29341,ujqfyhinbterbn,1
29342,1e9rbe414j5dexju7dr116fxlrk,3
29343,w8ketzqxrt6etdd9iy1rw1b1a,3
29344,1mkyrmk1tl6nwz189k5pv1e0y56,3
29345,xpevfsyivuokv,1
29346,prylzxgybipzauhtskrkfqlnmz,2
29347,lssgapyrckxo,1
29348,dlcwyiakrrkp,1
29349,124k345816kfr4zkmxc1qv8yvd,3
29350,sumfhpvgvjduvlx,1
29351,ffscdvjhvdrkbf,1
29352,swshbhxpmgmga,1
29353,owk5hs1b8ir1t1n747kp1weqi25,3
29354,arwypyuvbrsxi,1
29355,9npmb8176d5ra2sgw2l12ggik9,3
29356,vuhqbeketpdrsg,1
29357,aycitgdaprtxgnfbqxcskcudusgt,2
29358,vwxufaqlygvsh,1
29359,lthhtpniiuwynjp,1
29360,xwknbetyhxmvpbtmrmjxsytdu,2
29361,avtbiykbuhrlwge,1
29362,fdmsxqfemkdls,1
29363,1sq33ja15ccxte19v7ghtnricez,3
29364,qnqcyqbuffnlnrn,1
29365,rduuktumbtxcel,1
29366,pj7gfvs4gje5cyaj7zasubio,3
29367,l03cfozydfukud921s1v5xj,3
29368,1crpdtvvlb14x12o7i1417um11x,3
29369,11r2i0t1d6jk0jo2hscv1lo2g0j,3
29370,4t8ifujdx2gjyl5qlb1i10he1,3
29371,gqmrrnfubpcset,1
29372,ndcjucmprifqy,1
29373,shag6d10wb7lg176dpxlatpj2v,3
29374,hdfcasdobiyg,1
29375,1kpp5in1i33xt9u93d91c4p3iq,3
29376,1214fi21lm6r8y1z0vgvwj1a39c,3
29377,udqfwdwsktwierb,1
29378,eqzitnatdizwvndqpet2q6pf,3
29379,s8la6w1usn7vhhielf86qkcm8,3
29380,lxgzpvcucvsrkhukzxtkfxmzkvxs,2
29381,cvhsir2034vy1txr3v21y9xmem,3
29382,rclbwgontouwoknlnxghnzpinus,2
29383,ijlpjngyhmpdmwkrlfshyix,2
29384,zkcvjg1htvmkiwduepwili5qc,3
29385,dceepuotdbfugx,1
29386,178mjh17agmarvt5ih9jph825,3
29387,iyadkprqowqo,1
29388,aijsgxbuojrqweamjlcewfujncy,2
29389,qjrntsbddcdslv,1
29390,fjdqonjdinoqaj,1
29391,kprozaymffiofpvvoytxnjnrbaaq,2
29392,4sbk501wtznw61by1sp1i771y1,3
29393,qgayauaqizononleatlnroaezdkpz,2
29394,g6jcs2hdxmuu1fmoztb9n9bdk,3
29395,xlqyolmvkhmalda,1
29396,ofeafmtkqccaaiqkmzbeojsusemmf,2
29397,uswstsdquoojzhppnrjfljjfqg,2
29398,1nle7hh75b56f2pqvc81x9s69g,3
29399,lvbcxisnnuax,1
29400,1rxaj5u1qex6ojjtcore1h44x7h,3
29401,15rrp3pyeoms11dbgsqurati8,3
29402,kiyulymyujhdy,1
29403,bghftcdxwlnj,1
29404,1y6uwbd1s9669j10lm1y51bjhp23,3
29405,pmwuadoyvqjdudv,1
29406,12wxmui1iqxp39v8e7gh9tcn0d,3
29407,fcmkxhkikmihdi,1
29408,1dnc2xwj3du451jw366x1qjegse,3
29409,onct19nyapzoc6ax7whzcytx,3
29410,mwmodemhtrrso,1
29411,fwhvdcudunoh,1
29412,hdajknguwoaa,1
29413,mlvhkclduyyi,1
29414,msiscjtrcxivbbb,1
29415,1rdig5y17wdfl76tnbda1ych2ni,3
29416,a2g5q9saguym1dpr5dlmkv3xb,3
29417,owlfiknrmtjryh,1
29418,1rkpj6r1356p57tg0k0d1cdtm73,3
29419,gkdjlhbsalro,1
29420,wurmc7i15ttl8wr37o17e1wwc,3
29421,bxepmpkbaaxly,1
29422,esm7xq1l85d261qmtvewsfidkg,3
29423,ypqgqmfyvcbavohypkjsc,2
29424,judwmtccqkvfc,1
29425,1jz5imqw2l6lj1tx9nla1gcrq8k,3
29426,naiemugceljm,1
29427,apnvwjaoanldyar,1
29428,1jdkdgggw0lfh127xnhh1xbvsrc,3
29429,jnqmkfljtefj,1
29430,ajvpiryekbjfld,1
29431,cmllvybivspjnwglnshmmngcmzh,2
29432,pswuaixuaiqkcyc,1
29433,fokmvxjlhaxt,1
29434,pmvxczdqolzdceeuduwgpmjs,2
29435,nfhbgnvggbrfnis,1
29436,ikryrpofvfboi,1
29437,uktylxtybwczlvwhemxcgq,2
29438,cyhtvtotwpztorcxsibpuqwd,2
29439,ibqjgpvmwiswd,1
29440,quufhhgyyfqhn,1
29441,uelx7a1u8rfk91mksd684iegus,3
29442,sdecpudniikyj,1
29443,1wm2zam1c6zmky182ouqlk3d7nu,3
29444,vllumhiqwjewh,1
29445,ixidtspjabhtkk,1
29446,fjiiruskeffqqq,1
29447,fyikduhiwaoypc,1
29448,iftojgnxntsmta,1
29449,svvpeaunaytple,1
29450,lvoflfovxghkrbmjtskfaqkjofde,2
29451,igygnnwcebawf,1
29452,1u2h45u1eq09631j5de711oolktp,3
29453,10xvo1l1l4kntd5c8cpr1yk1u8,3
29454,1blacqw1u8zwyigu4vbxluix5x,3
29455,uyxtarfdtvvtf,1
29456,hxmjamxgypxguhxotgi,2
29457,yvijtpjypmtulq,1
29458,1nx6rj41u50vg81e3hivh10ozf93,3
29459,12ndw301nhcqmv1wbduar1tvmvip,3
29460,winnctnjdvqwcjh,1
29461,ytukfgvcjoelcc,1
29462,ykjguvwmryqm,1
29463,sabtwsqbpctfhl,1
29464,sujryllescfr,1
29465,lqachxmmlqqmn,1
29466,bpdosfthqqjndx,1
29467,ooptbvfaqqlyv,1
29468,vghdqpbqsxwcdmnpdhvkvuw,2
29469,lqknwcgnrpwsibeapbdaauuev,2
29470,hatifeipbyxxsypvcpcmrovknf,2
29471,gythdyosupbgryi,1
29472,tqkswryoraocyut,1
29473,tbmsnhqsivyowc,1
29474,18g4dpj12143pj59wz1tkldoq3,3
29475,1m2poue8drz8v58il3x9p43vy,3
29476,rcnrlvtosonaypnlrdcibyvkyxxk,2
29477,16cw7al3e6pzw1bbelev1xwccjh,3
29478,tm5nv1pgvn5m5sy3f535cjty,3
29479,vzbw5tkd22yb1cdohs017z3vdv,3
29480,ovxweixdqzptizlblpjkvlkhto,2
29481,pvkgeymfutho,1
29482,vhbz3g155br5eqg4mj8e0rke,3
29483,wlnedkuyqsvs,1
29484,vsmrdvxtopnvbezdxxcylib,2
29485,pyslldfdoiqv,1
29486,uqwjxvildjqwg,1
29487,109pv8k9gu7rc1p0yn9v1htzb44,3
29488,hiwsjfworuqwonugskfytxvkam,2
29489,erwfpkphreapn,1
29490,tp6mm2pf2fss1ogijdnyp6cnm,3
29491,washlvuaoxgbkqr,1
29492,s6ykv71xz4h2a7r3pmea4u4fu,3
29493,wtuja81wjsfrh1syp1oy17nwslx,3
29494,yxqqlwcvdbaigcp,1
29495,wviogdvcfpbwnob,1
29496,tjdbsaqybxmkdxb,1
29497,vxazlyb68xe1fshyy33u8j2y,3
29498,ibxgdubnmymie,1
29499,iumfkts42mz7u200y1wrfzrt,3
29500,vghqhskrkdtqwharqczlkrjr,2
29501,zpkrukxvtsbamjpkbhyofrstckj,2
29502,kiodipmtxbvkp,1
29503,cshylgctnstwlmk,1
29504,1vnl3821n30djvz2ettimvgy7j,3
29505,uymujfsetdwu,1
29506,1w64bty8gy9gp1ks5s6yeowq2m,3
29507,lgfvbuckptlnf,1
29508,cjcsekxilwuabju,1
29509,1ff301hmkd93slhpfoo1ta9tr7,3
29510,3jljgr1wptvm91e7egrn1n0k0ba,3
29511,obaapmncpign,1
29512,odxtwfqnpximxxw,1
29513,rwwxfbqutvov,1
29514,hfonquoeugbko,1
29515,wluxdhqkcqgbodo,1
29516,vticwwustqvygcc,1
29517,bffyarkhdqtu,1
29518,sgqodmpvolvlpgmrgtgvggyib,2
29519,1w5tcq31ypxkpv13oohxmj0hox6,3
29520,tsqvoemkjpqaeor,1
29521,1hlolndzler8fbll86j1hnkekq,3
29522,rwnrcerwnvxwvscaofhnbhmhy,2
29523,pnlzijbeeywcdmrgpjorjbxuwey,2
29524,drnfurvkkkmtp,1
29525,sfohidaphtxqcb,1
29526,wmvgfggpfuvqqy,1
29527,bys7881opikwk1wr5fryqo79pz,3
29528,lnbvbhtqyqsxqx,1
29529,muawwtyijlqij,1
29530,txnvwxsadkft,1
29531,1xoqzej1c4r9wwwidozjuao87j,3
29532,kliipcqmdssw,1
29533,scbayusemfqoojljsclszdu,2
29534,469hqbys26b1b7xgvsax2bb1,3
29535,38iu1ddd7e5i18t9yrz1iy14tf,3
29536,knttkqquwqxjkd,1
29537,1chmrka1rn9qa11q30plk7upqz,3
29538,malvcdvqwcismm,1
29539,wqlvukntwaxr,1
29540,fjofapmgpohu,1
29541,skofwceytchlrkpzyhfyrhq,2
29542,eyvkldbebsasm,1
29543,tsgywontdamjlukwrconroat,2
29544,wohdjnukahmlf,1
29545,1r3g0irm3lsw01ktq2dm11335ym,3
29546,1v16lkp1vscbn3kzgy6mu6jmxi,3
29547,njnpxhqeaxtl,1
29548,iqqjsjykthen,1
29549,vckbfooynrcoh,1
29550,khdhsdwhmkjhopg,1
29551,bfgdkponqrekkx,1
29552,lkgxpxafqkpug,1
29553,gzlzpshyvkhkbeutgrwmfzp,2
29554,tndyxduxffwbr,1
29555,hljoftjrhwskzcitaevgpnzzt,2
29556,jbpzppuwgqfiztksscpztxw,2
29557,ktmqeyisyrfgg,1
29558,1wopm6i1f4mm4plyodyr2ucnlv,3
29559,kraqlspandsq,1
29560,gdtelphvlsnyve,1
29561,ivyjbtcwkibeo,1
29562,jbjffminvknfqfiwct,2
29563,fyoibypghqfemln,1
29564,qssktsukdeobtciwucvgsnjwghmr,2
29565,tvfaqshyivmntc,1
29566,vbytitwoafafk,1
29567,nqbcuxspdupju,1
29568,dnxaxyuwjkrjq,1
29569,yhjqhllkcrrn,1
29570,siqitmyhpyhgrus,1
29571,cmcnjevothoekl,1
29572,wsdkraifiswvxlncmsogyi,2
29573,skixldnbfmyul,1
29574,qhuqgbuvqrabems,1
29575,pjhkvamzhhyljfqdxbuyxxciv,2
29576,urnjeexckdapvx,1
29577,1bbbkx8150cmef1tbxo9xn8ts0c,3
29578,1019dherbwhks1juw5u91q9zs61,3
29579,lytidbrnlyatjj,1
29580,xkytkntonbwcvcqseuzxhwkhiylzt,2
29581,r8npnscunkvrv5ar591nim0xg,3
29582,xfkvaffvltgxfpu,1
29583,fppkymiwfnchui,1
29584,sxowsnfeyhmofrseyyxthcysk,2
29585,ppzdeljggueyydeixjnvodyqobm,2
29586,qvuwywysnbdyvhk,1
29587,108d8vdnffzpd2909dbur8s1x,3
29588,wnjmydepnqgrawv,1
29589,qaxysjpgwmcn,1
29590,1461chm13kdyxzi93c7o1h2hgnw,3
29591,igqrktbwalkunk,1
29592,wx5u7hrbe0x6w96uxf36wdf,3
29593,tkxgtijdgyvshmobeqdmfhas,2
29594,dqirizgehueqkduzlfaxhjnhe,2
29595,q8r3qicfh1ist08e6o1066n5c,3
29596,ojtorqyhcluxkpx,1
29597,pwtvadwuisjesmj,1
29598,jupbugsyxrhgtk,1
29599,gqlnapjxynedgv,1
29600,thpcbawbxudtult,1
29601,woauskxskjfiwydgakjxukwgrcyhcq,2
29602,rjbrvrovkixepg,1
29603,1qyj7d13qmsfo5xs32x1p4vbf8,3
29604,rrocgenbojsvqjb,1
29605,cvysfbkrdfujun,1
29606,omt5qg1eethb4tj7khv1ordji8,3
29607,mlqixkfgocabp,1
29608,vvsqgaimfaecmvbihevkvktckz,2
29609,re4j6ie1fxgia2xxwbcqrokt,3
29610,hlqgutrjobas,1
29611,kvleyvkaqscmfplbdimfnpvqszxir,2
29612,nkajnnnnejunnwq,1
29613,fetwvsvetuqbaqt,1
29614,15olruj5zyzlo6ywc59xvwvh7,3
29615,dfwvghtnkiefd,1
29616,txdboxfpculn,1
29617,xoxaesjdtapm,1
29618,m73x0htv568c1rtqb9f1mwymsd,3
29619,jgwqgssttknowry,1
29620,jpqftymiuver,1
29621,amifafynjdqeumnwgwcivswtowoin,2
29622,uoquexwmmdobn,1
29623,qgauhixkxifwsvozleailnrcqodm,2
29624,wrootfdmkkmpk,1
29625,krpbfleppteila,1
29626,amifrgaijzxgxokjibkneqhtcemdy,2
29627,thyyjxrckqil,1
29628,ehrrlvcrpxjek,1
29629,hkvareplyoauye,1
29630,lgcwryqnbgyoicp,1
29631,ourkqyvwftxdu,1
29632,sxcaisgijlvpr,1
29633,ucpqrpzlptpnsydipjmjkr,2
29634,1ij5he9b9cms3u80b701g9t08f,3
29635,aapfvpehtingv,1
29636,vvnubiiahycyoef,1
29637,fihqrwpilqmqgx,1
29638,he7vo6wtnbcl1d0xvkg147pe4c,3
29639,wkbnlrdausibwje,1
29640,1cf4tbo1kvhln46tpuivj44cgo,3
29641,lnifaeaqbymbrgzdqgnzpvkvx,2
29642,irukkbflreaorhgidonmfonpca,2
29643,ywiiogmqormne,1
29644,1ig6g0xvme99n1jkpxxp1pxwlh3,3
29645,qkymswisjujkg,1
29646,huwkbxydpxovhaxrkbaldifvk,2
29647,iyshhujhpvlmrdv,1
29648,dartqcngvfld,1
29649,42p2971jbnmeo1enhqol16hg24w,3
29650,ldtamrnpkildf,1
29651,mnuuohiyljfeabvroyphirqkdp,2
29652,rfaukhqwuwsgpwokbojvcnjztaqjz,2
29653,w15tpbtlh14yo5yg7p1fwzlml,3
29654,cqguozqfdiyrcbijrfigepnsclbh,2
29655,jnruijhxinge,1
29656,1okb5nwq5002942rzay4tsmpo,3
29657,rqvmxomxpwfemyl,1
29658,qnlvpkddwuwm,1
29659,xrsxoqayyurhtcr,1
29660,bqqiemakllep,1
29661,p0h0v61n4tmqmkadd1nz85a0t,3
29662,hfrworxykdrjvcu,1
29663,ybv8a58t4y6x1lv9vwb2jwby5,3
29664,ugxkucxdjrrcwdscfydqtcxgscce,2
29665,qcibulfiqolrr,1
29666,mgym3i1awkx3uou6vfsop8luy,3
29667,gytgxctsylnztqccizyhmneajnwg,2
29668,nnhjllcephuxp,1
29669,brtsvuexoreqjs,1
29670,1nb1jgf2m941wz68fio1ev3bia,3
29671,vxuplhlkxjfsgbu,1
29672,lfxitvntrljtdo,1
29673,daidmxgscleaurwbatotlbxkt,2
29674,kncqpjnrxkvhiefuyxwtafa,2
29675,ktrlqtsjolfgvt,1
29676,ihllafduqwryqy,1
29677,jyrsxijkxbvf,1
29678,tiqfseduvyhqr,1
29679,scxdrbxjz4681fs78he164y9uv,3
29680,ehgthpfjpgbjmg,1
29681,h4k4kt17ca8nhor2fkj1glktam,3
29682,qitphnieiahjmhm,1
29683,jaqopoyqcqsxxid,1
29684,inydlrrnfxpldembzpjylda,2
29685,rwtjimxgsgoqm,1
29686,5jndc1t1bvy811hk5ntxk6r4j,3
29687,1yn312s14vbg7y7k9us87plvr,3
29688,bymzijojlrmfpmzprmzmjtinoz,2
29689,jikddkesutap,1
29690,g226ol8ej9mk1rq97vfmi6ju3,3
29691,lqcnyccmskjuo,1
29692,1pwz2xgas76bqy6zl8wpyj41d,3
29693,erfdqhcxmwsv,1
29694,cdfqmvipnhvcyum,1
29695,sboofxvsjirshn,1
29696,kg9xiyreuiiu13rme441dywft,3
29697,etkvtirhgfxocvf,1
29698,fornlahxtxutbe,1
29699,1e7lbapkk90co2fif9d1sonhqm,3
29700,b05cbh1l257jp14k6cnr13jy7t0,3
29701,qxnhoxnyjutdpgw,1
29702,5cqarkhnntx51bold7g15rmgeq,3
29703,ojbuyxroonwskttrcnbhuuss,2
29704,nvonugsoknjzibzhaylpfpzmrovmj,2
29705,mwkwxxgwcosggcm,1
29706,onknihbfanalscy,1
29707,gssuea2mxkes9e53r3nase3,3
29708,uatjlybsxpdfadd,1
29709,uowgjalhexotv,1
29710,19gf0z1ltugki21sn6d1wnbg5g,3
29711,yebsmoowxwpu,1
29712,tkzugivqknjjfhpfvwwoxofhu,2
29713,bnummicoeoyqu,1
29714,zpsgzxxfehwifpskibscil,2
29715,qvwsgxrghxvglfnrgapjnij,2
29716,iknduvvpdqcqm,1
29717,cypdkqsffrsnx,1
29718,oqphujvdccuk,1
29719,ksmetmgmhfxk,1
29720,axegboylfxflmqh,1
29721,1f76oqpjuakop1vi7362170o0w1,3
29722,lvrtjxhxkjccnse,1
29723,semdgmovatxolvodqmjcezttv,2
29724,1o8uy1oqt91xopjsp5v6tds5,3
29725,qrldrhjafgleec,1
29726,11ouonfxx7oa71k6mt8r1uxdc7s,3
29727,yrvrphxidfpoej,1
29728,kcqktyirlbupjsf,1
29729,1vddo5r1dzjzvhu5hymhbyos6f,3
29730,caxwgazjzxkussgbexdrsoccm,2
29731,xlabfktrbrotv5x48q5rbr0,3
29732,thmwmtdibfjjnd,1
29733,drgyxhcpvvxgmmj,1
29734,1504vcur15xxygpen271gi9emc,3
29735,1afobw7197yqo1113z63c5kl3o,3
29736,hyvglilcyfwbrb,1
29737,gaztxstgknfetdqsifxcqcd,2
29738,lrknthqpbttylvljlsbmnz,2
29739,xoypjeivvnnrlw,1
29740,tg82rs1hji4174ln6hj43n6mt,3
29741,3topqb7j62x68jv5o81gn0ebp,3
29742,yjnsovdwwcgflpr,1
29743,vgduscxwfmmnhexrsknpcagqdmcm,2
29744,aqijaeqjrizxpvqnfwktopzlbwkoz,2
29745,wsvglqdessowf,1
29746,uufgujthgkwyuqt,1
29747,bd0kjr1cqsg1w1op4nlh1u8lvi5,3
29748,hykvosqmiilh,1
29749,juygnxylaeqr,1
29750,hswykycgovcmss,1
29751,medvhefewikpu,1
29752,ijgfrxetmisbt,1
29753,1l5evks1p64jnk3ww0futtuebn,3
29754,xaehilvtpirfemprgaaqoftwam,2
29755,mghwxgvuvqisd,1
29756,hnqvsyifmfmd,1
29757,imdyhfdyqwux,1
29758,pgmugztlbinauuwhrocuydqijgyhe,2
29759,mrhyxmahqojd,1
29760,lvoebouwjwfmue,1
29761,qtivelsmyojmp,1
29762,pgbcthxewmpat,1
29763,1csmymxuzme941rq4rb317an3wu,3
29764,taxgpbsqpxcvx,1
29765,wjytdimekdnjdmk,1
29766,wlp4d7mr82kfetgyp3q9drd7,3
29767,qil6651ure4ug82968s1jlg6az,3
29768,awbqmschkcofh,1
29769,1g4slncb7kmrb96gwau8kp8rm,3
29770,nlxaodrvhbysn,1
29771,nqjuharirbpy,1
29772,hemsafwhgfsuf,1
29773,12h7sza13y0fp41c6cuqf1c0ifpi,3
29774,1g2q9wl7lfjj6oxz6fzjt9ewz,3
29775,xxfgdxmhxlhj,1
29776,wagwjlkshndl,1
29777,ukkgmfmuckpjojxwyxjfpfug,2
29778,glsxkjgpymecok,1
29779,dyaxlrpvkzskgavsbagwgtcifmd,2
29780,dmqccqhrpbilw,1
29781,nm9csgu63p821u638mt10ramtm,3
29782,37z90k1qojgqf31k2w315gnuon,3
29783,xglomkwpiqheyq,1
29784,6qdjfezws6mvi5apvaa6ytwr,3
29785,tgrqkxfqsnfrgdhgutfaxg,2
29786,aatljxfimyjlne,1
29787,9981us1uc8p2s1b9qrwn1yu832w,3
29788,1rm8ju31mbtsoo1aap4iu1wtoz7y,3
29789,kcslhqbdhabxtxh,1
29790,4n9kfq1w0kzolfwdr1y126fzst,3
29791,bhemlmvpvcsbe,1
29792,cgtevhvkncued,1
29793,jrcuibdjnsgqcjrscdyltoxxsdq,2
29794,1t1v47f1h70yvw1pdtcqh4kksz6,3
29795,17t0c6onyxskv1r8vpwg1xvvsl2,3
29796,uyhpxhtsdlvip,1
29797,kpgvvvtoiygtxun,1
29798,15j482q16rfhq31ishyvocwyo1b,3
29799,wslrqeadliiy,1
29800,gjvngckqoliq,1
29801,ijxedgqimrpsgrk,1
29802,kz6sy71k6356y1xlno2019laqzn,3
29803,svgaysgmfmxnrirytxcrcjvijzx,2
29804,qwguaferwrgdqhmwgyoingaydqk,2
29805,1o7sb99131tzgcj14f4s1avu1vf,3
29806,1n9f91t1aa6l6g1swzy1p9j1zxr,3
29807,1jwok23gs2rkfukgvnh1954i4l,3
29808,aliolgqvmtpl,1
29809,swqsazhfygivcscygunfyhcixmb,2
29810,qotfjqxowosf,1
29811,cudjpcwgeqcqpj,1
29812,spwatqbltvjh,1
29813,cfnvysbhspep,1
29814,19eouu9ue5dsj1rqfbloyu4dc5,3
29815,bitrmsgagkjq,1
29816,fdsooxgewbuvpd,1
29817,pehitshlplve,1
29818,xrcjlonsquqddn,1
29819,wstnafmdlygpevo,1
29820,1p19vtpg134vuzyn59x1o1csio,3
29821,6ko9ciaew4vz1sea51310b2qcu,3
29822,15inou3qp1elf18mcvswk8njez,3
29823,wjxgcrdvwbpe,1
29824,cipzfazgayaujzwcwkuqos,2
29825,107qqoj10eqjeiovult919t2gpp,3
29826,kvmu7h5euiol198vm9zau5php,3
29827,mrkbnjprlhehobwkbqjznblbxlnh,2
29828,qenfjnculnecfx,1
29829,twvwhuwcxglkfulziztaurknrzl,2
29830,8aqqes1ols9jc1r5cp5012m7v1v,3
29831,wtfuobvdpelksa,1
29832,ljveytqgkbkx,1
29833,vijvkfgaaymffhv,1
29834,qwtydeqcqcumbijxvoemmbvcqzl,2
29835,vshfusnuxyykw,1
29836,ruskhpdefqqwbedmbhrgzhx,2
29837,cfqdossuaervkbc,1
29838,1g0dmk9fnp5hh5ntciuyav9go,3
29839,etcabyjlmhmc,1
29840,takwngojtronljl,1
29841,gbrfcjufheru,1
29842,xw4d2514ldwvoehbg8136e9e8,3
29843,1cc6nzy1sm56hb16q6a4717pj3oa,3
29844,htfhtvyvxuheyhb,1
29845,enlnjvqrhfpln,1
29846,c9l25l1iskvni9t1rz1x109j2,3
29847,1hpiasvjjtp9u17lnhte1dcpeqm,3
29848,qkqwqpaiypqqbgt,1
29849,gaaegmpvwphqduzdkjditulrzd,2
29850,eiselegrsyulgp,1
29851,t8g85c1f3ovy61sbocfvz5miie,3
29852,peadagajizpjhqoqsjbhet,2
29853,gxigmahdjaxlxy,1
29854,ehkwdplwykcywy,1
29855,nvkfkvskbugfuwmvpbdixmrylln,2
29856,uwrxwxdfalkzwmrovceuft,2
29857,bjtshlrwdkuajl,1
29858,18yvchh1fns1upoqq8yxintjrm,3
29859,i6x73h1sfdiean40hgq7jxbn9,3
29860,kndhtiyfqhtwm,1
29861,ojaejzrojjbllnrmvudhyp,2
29862,mhdhbnihrqiokd,1
29863,euawhminvrdd,1
29864,vymfwcvyvjcehpa,1
29865,eghnhbqqhofgk,1
29866,zsexo1ycb3x2b8hndbk16jhv,3
29867,1nv62pn1k9ox8fq0qzgb1kbwztd,3
29868,qibnbwuniltthpt,1
29869,14b5xsa1qt2ttj16w6qso3rhfw9,3
29870,mqnwgoepfrgd,1
29871,ktbpvwufauqutyi,1
29872,1lqn0vecuoz3b1r19dam1yf1vqj,3
29873,ewublvxtjaiyk,1
29874,1vwiay21mhhj5fz29qvq15pi7dl,3
29875,sblnliyvedir,1
29876,juueiagdjvhq,1
29877,srmiefttktbx,1
29878,bnuldbcqjphh,1
29879,iyhjhlteasrxig,1
29880,bwpfyjmekeqtkvx,1
29881,popynqyjymowjc,1
29882,lovhedaxknrbeemxwseuifzpdnfyl,2
29883,htnwjdstpenqddt,1
29884,ywksasmaaxfuftx,1
29885,oomkktqhpjxhuu,1
29886,nvropzlswbmzeqswtbaugpvwu,2
29887,jqcexhlzydobgvzxdehkj,2
29888,tydytdozfud31fugoak1cki3y,3
29889,c59dbfjripo01y7fv0w15slruj,3
29890,1szwvua1mjuxkf1x2gzz311diikr,3
29891,fmtnambqdutylxeatcbqjveipj,2
29892,wcpngypjvoonribfynfropfcunbhdy,2
